sampleTimeStamp.seconds;sampleTimeStamp.microseconds;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;240000;0.0;0.0;0.3333333333333333;0.8333333333333334;0.0;0.0
0;244000;0.0;0.0;0.2833333333333333;0.8333333333333334;0.0;0.0
0;248000;0.0;0.0;0.21666666666666667;0.9333333333333333;0.06666666666666667;0.0
0;252000;0.0;0.0;0.15;0.95;0.15;0.0
0;256000;0.0;0.0;0.08333333333333333;0.75;0.016666666666666666;0.0
0;260000;0.0;0.0;0.0;0.7666666666666667;0.08333333333333333;0.0
0;264000;0.0;0.0;0.0;0.7;0.1;0.0
0;268000;0.0;0.0;0.0;0.8166666666666667;0.2833333333333333;0.0
0;272000;0.0;0.0;0.0;0.9333333333333333;0.4666666666666667;0.0
0;276000;0.0;0.0;0.0;0.95;0.5333333333333333;0.0
0;280000;0.0;0.0;0.0;0.9333333333333333;0.6333333333333333;0.0
0;284000;0.0;0.0;0.0;0.7833333333333333;0.5;0.0
0;288000;0.0;0.0;0.0;0.75;0.5333333333333333;0.0
0;292000;0.0;0.0;0.0;0.75;0.6;0.0
0;296000;0.0;0.0;0.0;0.8333333333333334;0.75;0.0
0;300000;0.0;0.0;0.0;0.9666666666666667;0.95;0.0
0;304000;0.0;0.0;0.0;0.95;0.9666666666666667;0.016666666666666666
0;308000;0.0;0.0;0.0;0.8833333333333333;0.9666666666666667;0.08333333333333333
0;312000;0.0;0.0;0.0;0.7333333333333333;0.7333333333333333;0.0
0;316000;0.0;0.0;0.0;0.6833333333333333;0.6666666666666666;0.0
0;320000;0.0;0.0;0.0;0.6833333333333333;0.8;0.11666666666666667
0;324000;0.0;0.0;0.0;0.6166666666666667;0.8;0.18333333333333332
0;328000;0.0;0.0;0.0;0.55;0.9666666666666667;0.4166666666666667
0;332000;0.0;0.0;0.0;0.4666666666666667;1.0;0.5333333333333333
0;336000;0.0;0.0;0.0;0.4166666666666667;0.8166666666666667;0.4
0;340000;0.0;0.0;0.0;0.35;0.8166666666666667;0.4666666666666667
0;344000;0.0;0.0;0.0;0.2833333333333333;0.7833333333333333;0.5
0;348000;0.0;0.0;0.0;0.2;0.8666666666666667;0.6333333333333333
0;352000;0.0;0.0;0.0;0.13333333333333333;0.9666666666666667;0.8333333333333334
0;356000;0.0;0.0;0.0;0.06666666666666667;0.9666666666666667;0.9
0;360000;0.0;0.0;0.0;0.016666666666666666;0.9666666666666667;0.9666666666666667
0;364000;0.0;0.0;0.0;0.0;0.7333333333333333;0.75
0;368000;0.0;0.0;0.0;0.0;0.65;0.6333333333333333
0;372000;0.0;0.0;0.0;0.0;0.65;0.65
0;376000;0.0;0.0;0.0;0.0;0.7333333333333333;0.8166666666666667
0;380000;0.0;0.0;0.0;0.0;0.6833333333333333;1.0
0;384000;0.0;0.0;0.0;0.0;0.6;1.0166666666666666
0;388000;0.0;0.0;0.0;0.0;0.5333333333333333;1.0166666666666666
0;392000;0.0;0.0;0.0;0.0;0.4666666666666667;0.85
0;396000;0.0;0.0;0.0;0.0;0.4166666666666667;0.8333333333333334
